Name,Description,Brain1,Brain2,Brain3,Blood1,Blood2,Blood3
ENSG00000066185,ZMYND12,2.945,5.39,2.349,0.1692,0.0344,0.2081
ENSG00000127125,PPCS,22.33,21.94,10.44,5.287,0.977,11.96
ENSG00000186409,CCDC30,1.414,1.009,0.5057,0.2089,0.0093,0.3864
ENSG00000230116,RP11-163G10.2,0,0,0.079,0,0,0
ENSG00000236876,TMSB4XP1,0.3296,0,0,4.07,0,1.877
ENSG00000200254,RNU6-536P,0,0,0,0,0,0
ENSG00000236180,RP11-163G10.4,0,0.1264,0,0,0,0
ENSG00000171960,PPIH,14.96,9.028,4.087,12.72,1.259,27.23
ENSG00000234917,RP5-994D16.3,3.554,1.417,0.248,0.3918,0.1396,0.1406
ENSG00000065978,YBX1,106.5,130.6,75.81,371.2,228.4,398.9
ENSG00000164007,CLDN19,0,0,0,0.0436,0,0
ENSG00000117385,P3H1,4.545,5.589,0.6867,10.27,1.754,18.45
ENSG00000164008,C1orf50,19.2,12.33,6.736,4.041,0.5124,9.104
ENSG00000228452,RP5-994D16.9,2.344,1.374,1.047,0.2432,0.1733,0.2618
ENSG00000274386,TMEM269,0.1748,0.209,0.0069,0.0907,0.0194,0.0683
ENSG00000177868,SVBP,16.8,12.54,7.431,4.821,9.388,10.38
ENSG00000164010,ERMAP,4.548,4.288,1.421,2.889,2.475,4.607
ENSG00000228192,RP11-342M1.3,0.1367,0.327,0.1308,0.0345,0.0245,0.1113
ENSG00000164011,ZNF691,5.769,5.985,1.947,1.735,0.3983,3.776
ENSG00000233708,RP11-342M1.7,0.034,0.0814,0,0,0,0
ENSG00000237090,RP11-342M1.6,0,0,0,0,0,0
ENSG00000225099,ATP6V1E1P1,0.1307,0.1172,0,0.4034,0,0
ENSG00000117394,SLC2A1,30.38,73.3,10.19,28.51,19.67,31.94
ENSG00000284138,RP5-848E13.5,0.1011,0.4837,0,0.8919,0.9532,1.44
ENSG00000227533,SLC2A1-AS1,1.669,2.565,0.6032,0.5139,0.8655,1.458
ENSG00000283973,RP5-848E13.4,0.1524,0.5011,0,0.1344,0,0
ENSG00000207256,RNU6-880P,0,0,0.2786,0,0,0
ENSG00000283136,U6,0,0,0,0,0,0
ENSG00000277513,RP3-393B19.1,0,0,0,0,0,0
ENSG00000186973,FAM183A,1.784,0.1377,0.7712,0,0,0
ENSG00000117395,EBNA1BP2,28.82,17.24,7.957,2.397,0.4937,6.413
ENSG00000243710,CFAP57,0.6593,0.204,0.173,0.1057,0,0.035
ENSG00000199240,RNA5SP46,0,0,0,0,0,0
ENSG00000179178,TMEM125,15.94,7.055,2.13,0.1661,0.0789,0.0397
ENSG00000253313,C1orf210,0.0881,0.1053,0.059,0,0,0
ENSG00000066056,TIE1,2.682,4.253,0.1648,0.428,0.1545,1.035
ENSG00000117400,MPL,0.1749,0.0837,0.0625,0.2468,0,0.0886
ENSG00000234694,RP1-92O14.3,0.2019,0.8855,0.0902,1.069,0.0423,0.2556
ENSG00000117399,CDC20,0.393,0.3916,0.0439,4.872,0.4802,16.27
ENSG00000066322,ELOVL1,32.32,26.4,5.573,30.43,3.084,51.57
ENSG00000159479,MED8,17.34,15.11,5.229,11.93,1.606,20.99
ENSG00000229431,RP1-92O14.6,0.6764,0.3146,0.4028,0.3977,0.0945,0.7135
ENSG00000198198,SZT2,3.51,3.008,0.6688,5.704,0.5328,11.05
ENSG00000229372,SZT2-AS1,0.1752,0,0,0,0,0
ENSG00000229348,HYI-AS1,1.118,0.3819,0.2139,0,0,0
ENSG00000142949,PTPRF,18.06,23.02,5.946,0.3847,0.2193,0.5244
ENSG00000066135,KDM4A,6.786,4.769,1.652,4.751,0.4454,9.725
ENSG00000236200,KDM4A-AS1,0.3791,0.272,0.0813,0.2943,0.0381,1.037
ENSG00000126091,ST3GAL3,11.77,9.799,3.816,2.904,0.2365,5.298
ENSG00000229444,RP11-184I16.4,0,0,0,0,0,0.2702
ENSG00000283414,U6,0,0,0,0,0,0
ENSG00000233674,RP11-184I16.3,0.0821,0,0,0,0,0
ENSG00000283477,MIR6079,0,0,0,0,0,0
ENSG00000224751,SHMT1P1,0,0,0,0,0,0
ENSG00000117407,ARTN,0.5775,1.181,0.0785,0.0591,0.021,0
ENSG00000237950,RP11-7O11.3,0.5991,1.051,0.2141,0.1409,0,0.6067
ENSG00000117408,IPO13,38.12,30.98,5.923,5.057,0.5666,11.67
ENSG00000132768,DPH2,9.236,8.659,2.528,6.277,0.5956,12.33
ENSG00000117410,ATP6V0B,60.7,47.27,8.659,127.9,13.87,169.2
ENSG00000117411,B4GALT2,60.3,31.19,16.71,1.196,0.3187,3.874
ENSG00000159214,CCDC24,9.689,8.439,2.717,1.574,0.2132,1.806
ENSG00000196517,SLC6A9,8.465,8.068,0.8968,0.7717,1.868,1.541
ENSG00000230615,RP5-1198O20.4,0.767,1.139,0.2163,0.997,1.569,0.3385
ENSG00000227163,RP5-1198O20.5,0.0428,0,0,0,0,0
ENSG00000271647,KRT8P47,0,0,0,0,0,0
ENSG00000239560,RN7SL479P,0,0,0,0,0,0
ENSG00000171872,KLF17,0.2558,0.119,0.1238,0,0,0
ENSG00000233514,RP11-570P14.1,0.4326,0,0,0,0,0.1173
ENSG00000283039,KLF18,0,0,0,0,0,0
ENSG00000226804,RP4-675G8.3,0,0,0,0,0,0
ENSG00000200171,Y_RNA,0,0,0,0,0,0
ENSG00000238037,OOSP1P1,0,0,0,0,0,0
ENSG00000227994,RP5-891H21.1,0,0,0,0,0,0
ENSG00000271329,RP5-891H21.5,0,0.1003,0.0749,0,0,0.0531
ENSG00000178028,DMAP1,14.38,8.905,3.647,9.035,1.388,18.3
ENSG00000117419,ERI3,60.11,48.41,24.8,8.912,0.6667,19.42
ENSG00000233602,ERI3-IT1,0.1438,0.1719,0,0,0,0.2729
ENSG00000199385,RNU6-369P,0,0,0,0,0,0
ENSG00000187147,RNF220,19.31,12.09,3.387,6.132,0.9267,11.52
ENSG00000263381,MIR5584,0,0,0,0,0,0
ENSG00000126106,TMEM53,4.677,5.224,1.249,1.334,0.0646,1.84
ENSG00000198520,C1orf228,3.423,4.43,1.168,10.76,0.913,25.26
ENSG00000199377,RNU5F-1,0.1901,0.9096,0,0.3354,0.239,0
ENSG00000200169,RNU5D-1,0,0,0,0,0,0
ENSG00000142945,KIF2C,0.1666,0.3143,0.1889,2.363,0.2175,4.04
ENSG00000225721,RP11-269F19.2,0.0601,0.2157,0,0.3182,0,0.2283
ENSG00000142937,RPS8,295.4,316.1,200.4,239.4,41.68,657.3
ENSG00000200913,SNORD46,0,1.279,0,0,0,2.437
ENSG00000202031,SNORD38A,0,0,0,0,0,0
ENSG00000234093,RPS15AP11,0.1734,0.2073,0,0.6116,0.1453,0.1097
ENSG00000142959,BEST4,0.9021,0.6239,0.1893,0.2301,0.041,0.6397
ENSG00000173846,PLK3,2.479,9.035,0.4645,62.92,2.039,55.65
ENSG00000188396,TCTEX1D4,0.1949,0.0777,0.087,0.2292,0,0.3083
ENSG00000222009,BTBD19,0.6205,0.9316,0,0.8617,0.1162,1.504
ENSG00000117425,PTCH2,4.495,1.765,0.4974,0.1559,0,0.4867
ENSG00000226499,RP5-882O7.1,0.412,0.6569,0,0.4845,0,0.5215
ENSG00000070785,EIF2B3,8.19,8.301,2.208,3.253,0.5658,7.747
ENSG00000253039,RNA5SP47,0,0,0,0,0,0
ENSG00000229815,CCNB1IP1P1,0,0,0,0,0,0
ENSG00000232369,RP5-882O7.4,0.1889,0.0565,0.2531,0,0,0
ENSG00000268949,MRPS17P1,0.0215,0.0428,0.0192,0.0126,0,0
ENSG00000126107,HECTD3,10.82,8.657,2.084,12.27,2.633,23.74
ENSG00000126088,UROD,34.9,28.53,15.09,17.88,7.375,51.29
ENSG00000162415,ZSWIM5,3.126,1.709,0.4838,0.2787,0.0662,0.7141
ENSG00000234315,OSTCP5,0,0.1175,0.0658,0,0,0
ENSG00000281912,LINC01144,0.7186,0.9267,0.2076,0.0497,0,0.2675
ENSG00000186603,HPDL,2.24,1.111,0.5123,0.0482,0.0858,1.089
ENSG00000132781,MUTYH,6.964,6.807,1.962,6.522,0.7706,11.54
ENSG00000132773,TOE1,4.477,3.785,1.297,3.618,0.4318,6.661
ENSG00000070759,TESK2,4.017,4.26,0.9785,8.191,0.8919,12.01
ENSG00000236872,RP11-291L19.1,0,0.0819,0.1834,0.1207,0,0
ENSG00000280670,CCDC163,7.127,15.56,2.599,1.826,0.1055,1.452
ENSG00000132763,MMACHC,2.425,1.98,0.8046,0.321,0.0858,0.9156
ENSG00000117450,PRDX1,343.7,358.1,192,43.57,7.388,105.8
ENSG00000234379,HMGB1P48,0.0372,0,0,0,0,0
ENSG00000117448,AKR1A1,21.36,21.17,6.131,18.12,2.043,32.58
ENSG00000281133,AL355480.3,0,0,0,0,0,0
ENSG00000280836,AL355480.1,0,0,0,0,0,0
ENSG00000132780,NASP,23.58,19.68,5.517,8.784,1.109,17.19
ENSG00000281112,AL355480.2,0,0,0,0,0,0
ENSG00000281825,AL355480.4,0,0,0,0,0,0
ENSG00000159588,CCDC17,0.3552,0.4029,0.0732,2.217,0.3891,3.648
ENSG00000159592,GPBP1L1,11.28,11.07,4.282,13.77,2.114,19.46
ENSG00000225447,RPS15AP10,0.1165,0.2089,0.078,0.1027,0.0732,0.4423
ENSG00000234329,RP11-767N6.2,0.1976,0.0675,0.0378,1.394,0.071,1.286
ENSG00000159596,TMEM69,10.63,9.861,5.354,6.26,0.4984,13.17
ENSG00000197429,IPP,2.706,2.96,1.462,0.385,0.0627,1.361
ENSG00000230896,RP11-767N6.7,2.68,3.617,1.847,0.4053,0.0963,1.09
ENSG00000236111,RP11-630I5.1,0.0653,0,0.1313,0,0.0411,0
ENSG00000086015,MAST2,12.11,8.743,1.973,6.189,0.4358,9.97
ENSG00000232467,TMA16P2,0,0,0,0,0,0
ENSG00000117461,PIK3R3,9.887,8.172,1.154,0.286,0.117,0.7923
ENSG00000226957,RP4-533D7.4,0,0.123,0,0,0,0
ENSG00000233114,RP4-533D7.3,0,0,0,0,0,0
ENSG00000227857,RP4-533D7.5,0.2625,0,0.1758,0,0,0.4984
ENSG00000117472,TSPAN1,0.3855,0.3598,0.0756,0.0332,0,0.2856
ENSG00000250719,RP11-322N21.2,0,0,0,0,0,0
ENSG00000085998,POMGNT1,22.58,20.79,4.628,4.039,0.4846,7.932
ENSG00000171357,LURAP1,2.947,2.229,0.3806,0.0313,0,0.0674
ENSG00000085999,RAD54L,0.5086,0.3317,0.0248,0.8645,0.0116,1.527
ENSG00000132128,LRRC41,10.49,10.21,2.404,8.015,0.9786,13.28
ENSG00000173660,UQCRH,376.8,185.2,120.5,48.03,28.69,94.43
ENSG00000117481,NSUN4,2.349,2.196,0.6079,2.396,0.1867,3.271
ENSG00000225779,RP4-603I14.3,0.0601,0.0719,0,0,0,0
ENSG00000117480,FAAH,28.02,16.01,3.88,10.57,0.5334,13.92
ENSG00000232022,FAAHP1,0.3684,0.2579,0.0241,0.2853,0.0903,4.128
ENSG00000224863,LINC01398,0.0344,0.1441,0,0,0,0.2615
ENSG00000197587,DMBX1,0.1229,0.0092,0,0.0542,0,0.0292
ENSG00000282881,RP11-49P4.7,3.516,0.5692,0.3497,0.0271,0,0
ENSG00000269956,MKNK1-AS1,0.6031,0.272,0.0795,0.6977,0.0994,1.032
ENSG00000162456,KNCN,1.707,0.2673,0.245,0,0,0
ENSG00000079277,MKNK1,10.86,20.91,2.157,22.99,4.671,39.4
ENSG00000142961,MOB3C,3.539,9.541,1.258,4.682,0.8751,7.618
ENSG00000123472,ATPAF1,50.57,47.66,27.31,2.283,0.4756,5.792
ENSG00000233647,NENFP1,0,0,0,0,0,0
ENSG00000186118,TEX38,0.0768,0.0918,0,0,0,0
ENSG00000228237,EFCAB14-AS1,0.0856,0,0,0.1509,0,0.2437
ENSG00000159658,EFCAB14,36.88,37.82,21.09,10.69,1.647,17.62
ENSG00000236476,RP11-8J9.5,0,0,0,0,0,0
ENSG00000142973,CYP4B1,0.0414,0.0495,0.0277,0.207,0.0694,0.1573
ENSG00000154198,CYP4Z2P,0.0139,0,0,0,0,0
ENSG00000238145,RP11-346M5.1,0,0,0,0,0,0
ENSG00000187048,CYP4A11,0.3145,0.1641,0.0077,0.0303,0.0144,0.1086
ENSG00000259832,CYP4A26P,0,0,0,0,0,0
ENSG00000261196,CYP4A43P,0,0,0,0,0,0
ENSG00000261593,CYP4A27P,0,0,0,0,0,0
ENSG00000261290,CYP4A44P,0,0,0,0,0,0
ENSG00000186377,CYP4X1,8.915,3.132,0.6434,0.0308,0,0
ENSG00000186160,CYP4Z1,0.6242,0.3066,0.0299,0,0,0
ENSG00000225154,RP11-184J23.2,0,0,0,0,0,0
ENSG00000225506,CYP4A22-AS1,0.3217,0.1184,0.0663,0.2183,0.0933,0
ENSG00000162365,CYP4A22,0.0634,0.0414,0,0.0305,0.0145,0.1095
ENSG00000225514,MTND1P34,0,0,0,0,0,0
ENSG00000224805,LINC00853,2.263,2.914,1.679,2.088,0.7001,1.322
ENSG00000162366,PDZK1IP1,0.5415,1.036,0.1658,36.87,79.35,11.57
ENSG00000162367,TAL1,2.273,4.663,0.1473,5.036,7.193,8.169
ENSG00000226252,RP1-18D14.7,0.6066,0.8337,0.0187,0.0984,0.149,0.1721
ENSG00000123473,STIL,0.437,0.3596,0.2095,0.3253,0.0605,0.4872
ENSG00000162368,CMPK1,47.58,45.02,26.84,8.804,2.877,17.28
ENSG00000225762,LINC01389,0.1842,0.2203,0.0617,0,0,0
ENSG00000186790,FOXE3,0.0449,0.0537,0.0301,0,0,0
ENSG00000237424,FOXD2-AS1,0.1596,0.2863,0.0356,2.409,0.3343,3.182
ENSG00000186564,FOXD2,0.0904,0.0797,0.0064,0.2266,0.0419,0.1988
ENSG00000271355,RP4-666O22.3,0,0,0,0,0,0
ENSG00000229554,RPL21P24,0,0,0,0,0,0
ENSG00000227883,ATP6V0E1P4,0,0,0,0,0,0
ENSG00000227947,LINC01738,0,0.0979,0,0,0,0
ENSG00000269113,TRABD2B,0.1141,0.1405,0.036,0.0296,0,0.0127
ENSG00000225028,RP11-330M19.1,0,0,0,0,0,0
ENSG00000226133,RP4-683M8.2,0,0,0,0,0,0
ENSG00000231413,RP11-193P11.3,0,0,0,0,0,0
ENSG00000237180,CYP46A4P,0,0,0,0,0,0
ENSG00000242267,SKINT1L,0.3985,0.2118,0,0,0,0.042
ENSG00000279096,RP5-1024N4.6,0,0,0,0,0,0
ENSG00000223720,RP5-1024N4.2,0,0,0,0,0,0
ENSG00000117834,SLC5A9,0.1419,0.1033,0.1323,0.7402,0.0465,0.1992
ENSG00000272491,RP5-1024N4.4,0.4352,0.5005,0.0897,0.2362,0,0.0636
ENSG00000279214,RP5-1024N4.5,0.1405,0.196,0,0.0826,0,0
ENSG00000132122,SPATA6,4.854,3.876,2.212,0.5838,0.0908,0.6862
ENSG00000224986,PPP1R8P1,0.341,0.4842,0,0.1504,0,0
ENSG00000206700,RNU6-723P,0,0,0,0,0,0
ENSG00000235105,RP11-329A14.1,0.1145,0.0456,0.0511,0.4039,1.727,0.4709
ENSG00000223175,RNU4-61P,0,0,0,0,0,0
ENSG00000232514,RP11-329A14.2,0.0939,0,0,0,0,0
ENSG00000186094,AGBL4,1.094,0.5705,0.2197,0.0053,0,0.0113
ENSG00000162373,BEND5,9,6.288,4.643,0.2759,0.0454,2.147
ENSG00000229846,RP11-141A19.1,0.0312,0,0,0,0,0
ENSG00000230114,RP11-141A19.2,0,0,0,0,0,0
ENSG00000225623,AGBL4-IT1,0,0,0,0,0,0
ENSG00000237478,RP5-926E3.1,0,0,0,0,0,0
ENSG00000215887,ZNF859P,0,0,0,0,0,0
ENSG00000279324,RP11-93G23.2,0,0,0.0314,0,0,0
ENSG00000233595,MTND2P29,0,0.0646,0,0,0,0
ENSG00000162374,ELAVL4,10.61,3.859,1.802,0.0225,0,0
ENSG00000230828,RP11-492I2.1,0,0,0,0,0,0
ENSG00000237337,RP11-567C20.2,1.167,0.2481,0.0347,0,0,0
ENSG00000233407,RP11-567C20.3,0,0,0,0,0,0
ENSG00000234080,RP11-183G22.1,0.1015,0.182,0.1699,0.4475,0.0956,0.4335
ENSG00000229316,HMGB1P45,0,0,0,0,0,0
ENSG00000225671,FCF1P6,0,0,0,0,0,0.071
ENSG00000142700,DMRTA2,0.1863,0.231,0.0185,0,0,0
ENSG00000185104,FAF1,8.094,6.788,3.058,5.373,0.4781,8.968
ENSG00000225767,RP5-850O15.3,0,0,0,0,0,0
ENSG00000207194,RNU6-1026P,0,0,0,0,0,0.3911
ENSG00000230585,PHBP12,0,0,0,0,0,0.4687
ENSG00000237130,MRPS6P2,0,0,0,0,0,0
ENSG00000123080,CDKN2C,3.601,5.332,1.878,4.27,0.8848,5.945
ENSG00000265538,MIR4421,0,0,0,0,0,0
ENSG00000275816,MIR6500,0,0,0,0,0,0
ENSG00000204006,C1orf185,0,0,0,0,0,0
ENSG00000200262,Y_RNA,0,0,0,0,0,0
ENSG00000213478,CFL1P2,0.1301,0.1556,0,0.3442,0,0.247
ENSG00000203356,LINC01562,0.3479,0.045,0.0252,0.0332,0,0
ENSG00000123091,RNF11,139.4,95.37,54.7,11.64,15.8,11.74
ENSG00000233406,RP11-296A18.5,0.0767,0.0612,0.2056,0.7668,0.3857,0.6797
ENSG00000236434,RP11-296A18.6,0.0511,0,0,0,0,0
ENSG00000085831,TTC39A,0.5373,0.2716,0.0589,0.0948,0.1259,0.1855
ENSG00000261664,TTC39A-AS1,0,0,0,0,0,0
ENSG00000085832,EPS15,38.77,31.78,18.84,10.26,1.663,17.67
ENSG00000232027,RP11-275F13.3,0.0932,0.0279,0,0.0411,0,0.0885
ENSG00000206595,RNU6-877P,0,0,0,0,0,0
ENSG00000238140,RP11-253A20.1,0.0656,0.0392,0.0879,0.2894,0,0.4361
ENSG00000227070,RP11-191G24.1,0,0.1118,0,0.6596,0,0.6212
ENSG00000252032,RNU6-1281P,0,0,0,0,0,0
ENSG00000227742,CALR4P,0.3763,0.0281,0,0,0,0.0447
ENSG00000117859,OSBPL9,14.81,13.94,4.955,11.49,2.348,23.3
ENSG00000236973,GAPDHP51,0,0,0,0,0,0.1267
ENSG00000232846,SLC25A6P3,0,0,0,0,0,0
ENSG00000212624,SNORA26,0,0,0,0,0,1.385
ENSG00000078618,NRDC,24.24,24.65,7.631,29.39,9.138,44.06
ENSG00000266993,RP4-657D16.3,0.3332,0.092,0.0687,1.13,0,1.995
ENSG00000272175,RP4-657D16.6,0.3133,0,0.1399,0.1842,0,0.1983
ENSG00000283899,MIR761,0,0,0,0,0,0
ENSG00000230604,TSEN15P2,0,0.1486,0,0,0,0
ENSG00000169213,RAB3B,14.01,4.472,0.4015,0,0,0.0066
ENSG00000200839,RNA5SP48,0,0,0,0,0,0
ENSG00000229032,RP11-91A18.1,0.1301,0,0,0,0,0
ENSG00000264613,RN7SL290P,0,0,0,0,0,0
ENSG00000117862,TXNDC12,18.53,20.88,5.602,16.38,2.662,25.76
ENSG00000198841,KTI12,5.458,3.697,1.296,1.249,0.2822,2.755
ENSG00000223390,RP11-91A18.4,0,0,0.1823,0,0,0.1292
ENSG00000228369,TXNDC12-AS1,0,0,0,0,0,0
ENSG00000134717,BTF3L4,15.81,11.03,4.736,2.106,0.3876,2.77
ENSG00000157077,ZFYVE9,13.68,9.779,3.958,0.0786,0.0611,0.754
ENSG00000241745,RN7SL788P,0,0,0,0,0,0
ENSG00000228407,RP4-800M22.1,0,0.2347,0.0877,0.1154,0,0.6212
ENSG00000223429,RP4-800M22.2,0,0,0,0,0,0
ENSG00000224255,PDCL3P6,0.0315,0.0754,0,0,0,0
ENSG00000236004,RP4-800M22.4,0,0,0,0,0,0
ENSG00000237663,DNAJC19P7,0,0,0,0,0,0
ENSG00000213735,ANAPC10P1,0,0.0478,0,0.1412,0,0
ENSG00000154222,CC2D1B,9.391,7.44,1.821,10.19,1.477,18.36
ENSG00000272100,RP11-155O18.6,0.4836,1.619,0,1.365,0.3647,1.286
ENSG00000224680,PLA2G12AP1,0.4308,0.6089,0.1574,0,0,0.1487
ENSG00000085840,ORC1,0.1903,0.1011,0.0378,2.014,0.1063,3.907
ENSG00000134748,PRPF38A,13.72,15.43,8.608,5.681,1.028,10.23
ENSG00000134744,ZCCHC11,4.479,3.192,1.185,2.577,0.3126,5.362
ENSG00000272371,RP11-25O10.2,0,0.1167,0.1307,0,0,0
ENSG00000236290,EEF1GP7,0,0.0378,0.0424,0,0,0
ENSG00000116157,GPX7,2.75,3.87,0.6522,3.203,0.5787,6.969
ENSG00000182183,FAM159A,0.3903,0.6365,0.1188,4.898,0.1338,14.11
ENSG00000162377,COA7,9.759,5.002,1.574,0.5465,0.1276,0.9837
ENSG00000233664,NDUFS5P3,0,0,0,0,0,0
ENSG00000239640,RN7SL62P,0,0,0,0,0,0
ENSG00000162378,ZYG11B,10.84,7.036,3.49,1.441,0.44,3.055
ENSG00000252018,RNU2-30P,0,0,0,0.2783,0,0
ENSG00000228929,RPS13P2,0.8312,1.696,0.9826,1.897,0.1229,0.9283
ENSG00000206627,RNU6-969P,0,0,0,0,0,0
ENSG00000203995,ZYG11A,0.0673,0.0345,0.0129,0,0,0.0182
ENSG00000242391,RP4-631H13.2,0,0,0,0,0,0
ENSG00000121310,ECHDC2,10.73,17.02,4.969,5.829,0.889,15.25
ENSG00000230953,RP4-631H13.6,0.8899,0.7601,0.1703,0.2242,0,0.4827
ENSG00000231866,RP4-631H13.4,0,0,0,0,0,0
ENSG00000116171,SCP2,18.38,20.54,11.06,6.395,1.045,9.782
ENSG00000264834,MIR1273F,0.2247,0,0,0,0,0
ENSG00000266188,MIR5095,0,0,0,0,0,0
ENSG00000265815,MIR1273G,0,0,0,0,0,0
ENSG00000237279,RP4-631H13.5,0,0,0,0,0,0
ENSG00000236360,RP11-334A14.2,0,0,0,0,0,0
ENSG00000226147,TUBBP10,0,0,0,0,0,0
ENSG00000174348,PODN,2.636,3.427,0.5024,0.567,0.2087,1.292
ENSG00000162383,SLC1A7,0.3943,0.7021,0.0287,0.3856,0.3501,1.245
ENSG00000235563,RP11-334A14.8,0,0,0,0,0,0
ENSG00000277397,RP5-1024G6.9,0,0,0,0,0,0
ENSG00000157184,CPT2,4.154,5.316,2.065,0.9616,0.1772,1.802
ENSG00000236723,RP5-1024G6.2,0.1445,0.1728,0,0,0,0
ENSG00000162384,C1orf123,50.61,43.78,18.36,13.45,2.817,28.46
ENSG00000259818,RP5-1024G6.7,0.0124,0.0148,0,0,0,0.0235
ENSG00000162385,MAGOH,15.86,13.54,3.772,6.576,1.281,9.91
ENSG00000226754,RP5-1024G6.5,0.8269,0.4466,0.822,0.1412,0,0.1519
ENSG00000157193,LRP8,8.521,4.643,1.337,1.037,0.1581,1.839
ENSG00000234578,RP4-784A16.1,0,0.0566,0,0,0,0.5392
ENSG00000228838,RP4-784A16.2,0.0403,0,0.054,0,0,0
ENSG00000225030,RP4-784A16.3,0,0,0,0.1656,0,0
ENSG00000232762,RP4-784A16.4,0.0296,0,0,0,0,0
ENSG00000225675,LINC01771,1.059,0.5631,0.1577,0,0,0.149
ENSG00000226938,RP11-117D22.1,0,0,0,0,0,0
ENSG00000230138,RP11-117D22.2,0.2094,0,0.0701,0.0923,0,0.3975
ENSG00000236253,SLC25A3P1,0,0,0,0,0,0
ENSG00000143006,DMRTB1,0,0.0109,0,0,0,0
ENSG00000174332,GLIS1,0.7004,0.3589,0.0958,0,0,0.0271
ENSG00000239007,RNU7-95P,0,0,0,0,0,0
ENSG00000058804,NDC1,3.176,2.041,1.033,0.9247,0.1634,1.711
ENSG00000201003,SNORA58,0,0,0,0,0,0
ENSG00000229687,RP4-654H19.2,0,0,0,0,0,0
ENSG00000058799,YIPF1,12.59,18.05,3.51,19.47,3.711,35.25
ENSG00000211452,DIO1,0,0.0476,0,0.1053,0.0125,0.1133
ENSG00000081870,HSPB11,8.326,6.676,3.537,1.019,0.1728,2.506
ENSG00000116212,LRRC42,7.382,9.391,2.856,4.948,0.5103,6.99
ENSG00000219102,HNRNPA3P12,0.0837,0.0501,0.0561,0.3323,0.0526,0.1589
ENSG00000203985,LDLRAD1,0.1311,0,0,0,0,0
ENSG00000116209,TMEM59,20.55,25.56,11.15,10.15,3.606,15.88
ENSG00000280378,RP4-758J24.6,0.5578,0.6367,0,0.9168,0.1115,1.227
ENSG00000116205,TCEANC2,2.607,2.052,1.068,0.6272,0.0894,1.496
ENSG00000283749,MIR4781,0,0,0,0,0,0
ENSG00000225183,RP4-758J24.4,0,0,0,0,0,0
ENSG00000157211,CDCP2,0.0625,0.0896,0.0167,0,0,0.0237
ENSG00000280425,RP11-446E24.3,0.0379,0.0378,0,0,0,0
ENSG00000215883,CYB5RL,2.306,1.546,0.5906,0.3424,0.0785,0.7682
ENSG00000116221,MRPL37,20.64,20.3,7.343,16.88,7.84,34.97
ENSG00000157216,SSBP3,41.99,20.11,8.78,17.06,6.602,33.12
ENSG00000198711,SSBP3-AS1,0.4015,0.5532,0.0234,0.3079,0,0.7457
ENSG00000225632,RP5-997D24.3,0,0,0,0,0,0.1521
ENSG00000232245,RP4-705F19.1,0,0.0921,0.722,0,0,0
ENSG00000235741,RP5-866L20.1,0,0,0,0,0,0
ENSG00000237173,RP5-866L20.2,0,0,0,0,0,0
ENSG00000227453,HNRNPA1P63,0,0,0.0309,0.0408,0,0
ENSG00000162390,ACOT11,0.9632,0.6498,0.4632,0.2919,0.0186,0.4877
ENSG00000162391,FAM151A,0.2859,0.2137,0.0718,0.0315,0,0.0339
ENSG00000230728,RP11-240D10.4,0.0357,0.0427,0,0.063,0,0.0678
ENSG00000184313,MROH7,4.22,3.217,0.9122,0.2969,0.0235,1.051
ENSG00000243725,TTC4,17.57,16.59,4.022,3.862,0.5659,9.554
ENSG00000162396,PARS2,1.668,1.87,0.5842,0.0502,0.0238,0.3239
ENSG00000006555,TTC22,0.436,0.3656,0.1007,1.3,0.2268,3.207
ENSG00000237453,RP11-67L3.2,0,0,0,0,0,0
ENSG00000162398,LEXM,0.0501,0.0299,0.0168,0.3975,0.0629,0.6418
ENSG00000116133,DHCR24,40.49,31.91,2.316,2.598,0.5378,5.35
ENSG00000242396,RP11-67L3.5,0,0,0,0,0,0
ENSG00000233203,RP11-67L3.4,0.2337,0,0,0,0,0
ENSG00000143001,TMEM61,0.4323,1.829,0.1782,0,0,0
ENSG00000162399,BSND,0,0.0307,0.0172,0,0,0
ENSG00000169174,PCSK9,0.0179,0.0321,0.012,0,0.0112,0.0678
ENSG00000162402,USP24,11.02,6.484,4.279,5.566,0.6198,8.565
ENSG00000231090,RP11-101C11.1,0,0,0,0,0,0
ENSG00000231095,GYG1P3,0,0,0.03,0,0,0
ENSG00000265822,MIR4422,0,0,0,0,0,0
ENSG00000231900,GOT2P1,0,0,0,0,0,0
ENSG00000232198,MTCO2P34,0.0367,0,0,0,0,0
ENSG00000199831,RN7SKP291,0,0,0,0,0,0
ENSG00000252162,RNU6-830P,0,0,0,0,0,0
ENSG00000272051,Y_RNA,0,0,0,0,0,0
ENSG00000234810,RP11-90C4.1,0.0045,0.0487,0.0303,0.008,0,0.0086
ENSG00000230250,LINC01753,0,0,0,0,0,0
ENSG00000227104,PIGQP1,0,0,0,0,0,0
ENSG00000233079,LINC01755,0.0982,0,0,0,0,0
ENSG00000235612,RP1-158P9.1,0,0,0,0,0,0
ENSG00000229871,RPSAP20,0,0,0,0,0,0
ENSG00000260971,RP11-504A18.1,0.1317,0.3348,0.0662,0,0,0.0625
ENSG00000223956,LINC01767,0,0,0,0,0,0
ENSG00000162407,PLPP3,56.6,53.41,49.13,0.735,0.4232,0.6073
