"Taxonomy_ID","Organism_Name","Host","GC_content","Size_Kb","Number_Of_Proteins"
702736,"Chelonid alphaherpesvirus 5","vertebrates",56.6,132.233,104
154334,"Macacine gammaherpesvirus 5","vertebrates",52.1,133.691,96
508441,"black bullhead herpesvirus","vertebrates",53.8,142.925,91
1862332,"Silurid herpesvirus 1","vertebrates",53.7,149.343,91
10401,"Ictalurid herpesvirus 1","vertebrates",56.3,134.493,91
10371,"Equid gammaherpesvirus 5","vertebrates",54.6,182.418,89
1452540,"Felis catus gammaherpesvirus 1","vertebrates",36.6,122.522,87
1434720,"Beluga whale alphaherpesvirus 1","vertebrates",73.4,144.144,86
2054179,"Rhinolophus gammaherpesvirus 1","vertebrates",44.7,147.79,84
2341050,"Macaca arctoides gammaherpesvirus 1","vertebrates",62.8,166.59,84
1605972,"Cricetid gammaherpesvirus 2","vertebrates",45.2,124.335,82
111469,"Retroperitoneal fibromatosis-associated herpesvirus","vertebrates",53.2,127.32,82
39637,"Equid alphaherpesvirus 8","vertebrates",54.4,149.332,81
33708,"Murid gammaherpesvirus 4","vertebrates",47.2,119.451,80
10326,"Equid alphaherpesvirus 1","vertebrates",56.7,150.224,80
45455,"Macacine gammaherpesvirus 4","vertebrates",61.9,171.096,80
55744,"Equid alphaherpesvirus 9","vertebrates",56.1,148.371,80
80341,"Equid alphaherpesvirus 3","vertebrates",68.1,151.601,80
1608255,"Suid betaherpesvirus 2","vertebrates",45.5,128.367,80
104388,"anatid alphaherpesvirus 1","vertebrates",44.9,162.131,80
37108,"Meleagrid alphaherpesvirus 1","vertebrates",47.6,159.16,79
10385,"Bovine gammaherpesvirus 4","vertebrates",41.4,108.873,79
10331,"Equid alphaherpesvirus 4","vertebrates",50.5,145.597,79
10386,"Gallid alphaherpesvirus 1","vertebrates",48.1,152.975,79
1504288,"Bovine gammaherpesvirus 6","vertebrates",43.1,144.898,79
481315,"Leporid alphaherpesvirus 4","vertebrates",66.3,124.049,79
2604840,"Cacatuid alphaherpesvirus 2","vertebrates",46.2,141.537,79
12657,"Equid gammaherpesvirus 2","vertebrates",57.5,186.11,79
2597325,"Colobine gammaherpesvirus 1","vertebrates",52.3,133.999,78
338561,"Murine herpesvirus strain 72","vertebrates",47.2,114.596,78
10320,"bovine alphaherpesvirus 1","vertebrates",72.6,134.96,78
10335,"Human alphaherpesvirus 3","human",46,124.707,78
10334,"Felid alphaherpesvirus 1","vertebrates",45.8,135.797,77
50294,"Psittacid alphaherpesvirus 1","vertebrates",60.9,163.025,77
332937,"Chimpanzee herpesvirus strain 105640","vertebrates",68,153.158,77
1780507,"Myotis gammaherpesvirus 8","vertebrates",36.2,129.563,77
338562,"Murine herpesvirus strain 4556","vertebrates",47.1,111.643,77
10381,"Saimiriine gammaherpesvirus 2","vertebrates",34.5,112.93,76
137443,"Macropodid alphaherpesvirus 1","vertebrates",52.9,140.122,76
170325,"Canid alphaherpesvirus 1","vertebrates",31.6,125.171,76
10295,"Bovine alphaherpesvirus 2","vertebrates",64.7,134.254,76
2035399,"Eptesicus fuscus gammaherpesvirus","vertebrates",59.6,166.748,75
79889,"Bovine herpesvirus type 1.1","vertebrates",72.4,134.896,74
35246,"Cercopithecine alphaherpesvirus 9","vertebrates",40.5,124.784,74
432370,"Wood mouse herpesvirus","vertebrates",47.2,120.108,74
10398,"Ovine gammaherpesvirus 2","vertebrates",52.5,131.621,74
35244,"Bovine alphaherpesvirus 5","vertebrates",74.9,138.39,73
1419109,"Harp seal herpesvirus","vertebrates",40,117.276,73
106331,"callitrichine gammaherpesvirus 3","vertebrates",49.3,149.696,72
2022783,"Common bottlenose dolphin gammaherpesvirus 1 strain Sarasota","vertebrates",56.8,167.212,72
85618,"Ateline gammaherpesvirus 3","vertebrates",36.6,108.409,71
1343901,"Pteropodid alphaherpesvirus 1","vertebrates",60.9,149.459,70
138184,"Alcelaphine gammaherpesvirus 2","vertebrates",46.6,137.09,70
202910,"Bubaline alphaherpesvirus 1","vertebrates",76.8,137.452,70
79891,"Cervid alphaherpesvirus 1","vertebrates",78.4,138.199,70
365327,"Cervid alphaherpesvirus 2","vertebrates",78.1,142.633,70
31519,"Bovine herpesvirus type 1.2 strain K22","vertebrates",72.6,135.24,70
79890,"Bovine herpesvirus type 1.2","vertebrates",72.6,135.102,70
1548190,"Bovine herpesvirus type 1.2 strain B589","vertebrates",72.6,134.951,70
1548191,"Bovine herpesvirus type 1.2 strain SM023","vertebrates",72.7,134.93,70
1548192,"Bovine herpesvirus type 1.2 strain SP1777","vertebrates",72.6,134.927,70
35243,"Ateline alphaherpesvirus 1","vertebrates",75.5,147.346,69
39944,"Caprine alphaherpesvirus 1","vertebrates",74.2,134.617,69
2115790,"Cervid alphaherpesvirus 3","vertebrates",77.9,136.38,59
91740,"Porcine lymphotropic herpesvirus 1","vertebrates",37.8,73.2,47
320884,"white sturgeon herpesvirus 2","vertebrates",38,66.037,46
91741,"Porcine lymphotropic herpesvirus 2","vertebrates",37.6,59.673,39
70564,"Hawaiian green turtle herpesvirus","vertebrates",57.5,22.947,15
106332,"Papiine gammaherpesvirus 1","vertebrates",59.1,21.614,6
508442,"Salmonid herpesvirus 3","vertebrates",53.5,2.475,3
135102,"Caprine gammaherpesvirus 2","vertebrates",57.5,3.623,2
311179,"Mustelid gammaherpesvirus 1","vertebrates",37.5,6.165,2
203820,"lung-eye-trachea disease-associated herpesvirus","vertebrates",60.5,2.598,1
333341,"Hippotragine gammaherpesvirus 1","vertebrates",47.1,0.174,1
10380,"Ateline gammaherpesvirus 2","vertebrates",33.8,2.577,1
47419,"Phocid gammaherpesvirus 2","vertebrates",38.5,1.308,1
1125844,"Cebine betaherpesvirus 1","vertebrates",47.3,3.075,1
159603,"Pongine gammaherpesvirus 2","vertebrates",61.7,2.58,1
1959846,"Molossus molossus gammaherpesvirus 1","vertebrates",39.3,0.943,1
